rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29
practice,5.95395282711175,-2.3327484413969,17.4451104511658,1.32899846000812,-6.17713522587106,1.55330287990385,7.62485196451876,3.30547266091023,-7.7497955751166,-8.10713036539663,2.46808922135762,9.14486815819879,-9.76517267291107,12.8119369046932,-5.7091856378474,-0.46798312437024,1.27279747436742,6.13384529285189,10.2978781426274,10.0796520133598,-6.94112827211748,15.2210259291546,3.12863512392512,-0.140087034079645,2.39439694999424,7.10399445947983,3.04287865349396,-0.951163545307752,0.828845842929676
practice,-4.44471830001418,-16.6164711842037,7.29504371066745,24.047110610259,-160.047930615928,-11.3267486190042,8.73391761110399,16.9275569853915,0.681898805725043,11.7948108951978,-10.0945371765607,14.7535734884688,5.99719405746108,4.42690699054147,13.0197465181617,1.39357998556885,1.63436934867612,11.9053934006335,-7.61986494804043,10.5048834645643,-4.05654541986449,16.025537448257,-7.0161112186773,-12.3242109722421,6.14263462386792,-8.97005947783638,8.29340271986134,5.95288938974095,6.83524829694129
practice,2.15851683131429,-4.30652960976644,-13.1344554884518,-0.163317014675661,-142.441363844662,5.53607199106077,-6.6035268382767,14.3138604595982,17.0360202743999,14.8138813640564,-0.458654447988033,6.79676135046131,-1.16956512649308,8.26858493789728,15.1767641450572,9.87605328056264,-8.46837690179822,5.22663969950169,1.02565646492786,16.4620996507368,-7.31142350589079,4.87630071143123,3.90345922171492,11.9710051474078,14.5488715401545,-41.1135349098396,3.12960163318649,-3.30845822749873,8.84947470994796
practice,8.11767654463633,8.45055608829769,3.60243759033576,16.8019830260701,9.7698520483919,1.58426526362158,7.70448157267265,3.46435292642661,-7.00340037722703,-8.71156444278627,5.38425318146237,5.84588056148081,12.2225760972482,3.0470909114052,20.0815913234109,5.11380652338303,0.589950239443651,-6.49461098177004,-1.54860196978231,-0.849279284462778,10.7590178600011,14.5302956118804,-2.34849829956326,-2.30350170239056,0.193223072557572,82.7510632426016,-9.07346430841223,5.38751030198305,3.96031055599362
practice,-3.59680838826289,-0.914382826832361,3.06678734366322,-10.9248500137435,2.22660164527981,10.7318577494426,7.29504371066745,16.524485556932,6.72589488977604,2.90253575730227,-1.10200753886286,9.2883901074793,7.39853963133339,1.35100144394718,0.037883056780041,9.81384974211493,8.44992396396492,13.330785525434,10.1458204813172,-7.93912462009676,-19.8645293658373,7.47800118613474,10.353419578654,-15.071544155803,-5.50233129850003,-4.62667393267822,10.3430843400005,5.64282838749421,5.66732376524084
practice,1.10220668845634,-0.648727041266541,-4.23619859007367,-8.5328584644345,8.07453882235077,1.15955536642366,-7.05635482117007,-1.04930528132293,2.16631139383135,-0.914382826832361,1.95433876184055,-2.23728761439279,7.83268787274782,0.329114961431901,4.2562699466536,-2.8532266653851,8.28493554112801,4.23045488815817,14.8277218478637,10.8924712519828,-3.30547266091022,28.5058052427641,-10.3430843400005,-1.5156107172684,8.53849514403195,17.5948729022111,6.49461098177003,-12.7937906937957,-6.44699847300573
baseline,-3.26837832110221,6.21043139814635,5.24185808057733,5.15451428679863,1.46479161264772,7.17455311380627,7.6659051581291,-0.836506030778253,7.49786447230441,1.50179505751254,-6.49158450804751,1.14124716634636,3.21299564431223,-2.26384781967522,-4.40991531732985,-6.21199081943313,-7.70448157267265,-7.07922232391772,-4.54497203595808,-3.4039149055304,1.62691859934105,22.205442251189,-10.5565239529776,-10.5850902190631,2.59572232342826,2.85096923484384,9.46723799300952,-7.45978907619873,1.97582933690408
baseline,9.57333836121259,7.49037110762526,-10.509151189219,-1.30644984799875,2.65209378583129,11.3333476298424,0.362390981962509,1.99088151774261,-7.0644521789966,-2.5806025159692,3.96306460832933,5.69467071845699,21.711568510661,12.1771615055501,7.74979557511659,5.02607394892316,0.193223072557572,-3.59680838826289,3.21313521598278,3.5669064840006,-4.40085108872814,-3.93568739166914,3.39558000110829,-5.90402352610657,-2.35330008618274,-26.948140715478,25.4965555136293,-4.2645471202189,10.7018278854252
baseline,-1.68983648795961,5.15009955507671,10.5850902190631,4.94688980533951,0.822577202743424,0.445333715245395,-2.0010942904542,12.6422120238749,3.30073348960659,2.01051698674553,6.58048559615601,12.6831402011473,14.5190390522952,9.41773998559031,9.74801842217933,-8.70082792124885,3.79472861703461,-11.2076460841522,1.54640294786129,6.86916419414902,-2.5678418684088,-13.6366754552512,-11.0369063782669,-0.297849681669225,8.24764555607923,36.1065903031366,40.3239400773747,-0.794440775755398,15.2464265115312
baseline,0.436577265124842,-1.42145481702744,13.5578618427524,-2.79243047154833,7.68806068392468,3.9955116256248,9.44782125537458,1.35783058827517,7.7924793157584,-8.39242792600987,-11.6221098723417,7.54832562118921,0.305451053296314,-1.79874579361296,-1.02565646492785,0.808816294299107,11.3191055021011,2.18645314950022,-3.77625905073461,-0.221625924088089,-7.84804287161634,15.4062099183833,5.62231716207801,1.62691859934105,10.413836258173,-3.88822367733489,-8.38555921898052,8.5562900672943,3.52949718727991
baseline,5.59310612250726,-4.10674007901603,12.2459711134565,0.997373287508568,6.40152067898812,6.21548387315577,6.25089579333702,7.85906847441823,4.5169717687815,3.08499122453064,0.946779765026128,11.0974936557111,21.5055144997181,-1.80940152763663,7.7924793157584,12.6292090891763,4.33719256119003,6.27819834074158,-8.39400603590233,-0.557203408114691,-9.17389214558337,12.8240465918813,5.66374320839822,-6.80495051740615,5.07930756656688,-18.8861439817321,7.46061637405287,-6.68107286671026,3.05718308646582
baseline,5.90402352610657,14.8284369236007,6.86047452025278,-6.84963935977647,-1.35783058827516,6.42237411165671,8.49448550028191,26.2017600256978,6.02623295546273,1.33121654485369,0.14008703407964,-1.3138604134051,-7.47699169804194,8.64490057354877,-3.12711821419425,15.1248497570249,14.040470522569,-2.23078630420704,10.2777742897404,1.65153847325669,-2.35408290727541,9.69449319338823,-0.0817483562352734,1.51561071726841,11.3333476298424,24.2406308074388,-2.17639407487564,9.81499653286553,-3.05759662796198
baseline,1.02357575718142,0.314643341509766,-7.58401416194536,10.3327167904852,11.0121975949118,4.73409055835306,6.34011060317242,2.80275465597308,4.9388070529545,-6.39848686173375,-3.97579849419004,3.77625905073463,7.61034072049495,-0.72160122062115,5.84669212199152,-1.62615105034528,-2.35402463626132,9.40043147963437,-5.29030320951703,71.8047008179647,-0.0335134908161436,3.52949718727991,-2.11152963666314,-0.678588965908144,1.56317156070188,0.731780287845051,-3.82946138941082,6.75504865920431,2.2090867913323
baseline,2.92499131348095,-14.6322739833222,19.5272644808126,20.4524277332949,1.59786397445783,-9.08205236479743,9.97940912142634,4.07912952037869,6.60981613315118,-5.55604521958347,11.0320171407366,2.68524608375953,-0.329114961431908,2.82905693909195,-8.01598815605717,9.60662927977355,-0.822577202743432,-6.00600732621609,4.46076747953646,8.31767876211257,-4.9496848660888,-11.891682338647,-17.4517645742086,0.503910721306389,7.95855423739219,9.35141297854522,15,-6.67096385029158,2.67133847919497
baseline,1.50193635376789,0.970529249186206,38.2844600691649,-5.45562379494375,1.13398960419561,13.3947701163972,0.806443376515245,0.524051895073639,4.19229711529147,-0.121298877903089,-4.58533901707417,5.90049212278088,-6.56882283304382,13.0336571099248,10.9532445705818,-5.1500995550767,-5.43523044663545,0.925503394109863,7.14618689550315,-2.98493325153014,-2.8878334898062,8.85513306688361,5.17234908300354,3.50382387485091,-6.249672056071,-0.777941584631746,-6.98053029370746,6.81137564343594,-2.35402463626132
baseline,28.71886692462,7.40904240521399,9.94577612145407,5.94332579948593,-1.56298644317423,2.91092081714182,8.51233198790043,4.18210745542691,-4.95652182573766,-6.95195109840853,-4.54118250417763,-8.64490057354876,14.2163037181759,13.8378939842922,-6.80893849807104,4.65914435764823,4.50244850666221,4.03003421730909,-4.48239190497614,2.77706362157942,-19.2418866203086,-5.72656509353961,0.362390981962509,-7.63290207627232,9.61350791353107,-15.8199600234925,10.2168680710666,5.33237452362866,5.2770553686088
baseline,18.9025063442889,-3.7557057827063,15.6588713416625,16.0085031778837,0.506928898120998,8.2061342772986,7.15352534236446,-7.14618689550315,1.67887365799327,0.0293673882601699,-6.76331365047449,-1.71329020222403,2.80275465597308,-2.11603196116647,-12.2081662676541,4.06144366862978,21.1382828505249,-3.88407600175674,-2.12210575060885,15.360439654189,1.7245478388822,12.3807753639345,-3.46658288371598,-4.31070542512756,10.4020461839847,-69.7937992538866,4.13109743449417,-7.85027590159734,21.6419202185866
baseline,6.24558340140566,0.53473534508728,17.0589480789942,-1.44411296030502,-2.18645314950023,-5.43594619891937,-2.50154865916589,11.6797563332466,-12.0483851663375,11.6464650425244,1.10200753886285,-2.80250530312584,9.06988147436906,5.21023033626445,16.4815630153608,10.0814972254527,-3.21313521598277,-0.997373287508573,0.343770309187356,10.1807419544449,-6.51030371077686,-1.26020470831196,7.72638436859695,-1.75346347482606,2.51484251665688,11.5558034992798,-1.95287256670133,-1.5464029478613,8.52408663041283
baseline,19.1305893672801,-10.9532445705818,-9.64158281500693,-9.98338375823295,-6.33682664912612,-1.28018044433682,-1.51678627816973,9.42798386584476,9.0527589339988,-9.36927331840733,0.531709024366297,-6.27819834074157,1.32893555495208,1.54397274044223,-0.681898805725034,-2.48721578306608,-0.456220917871951,-6.86938298975884,1.08766003425876,-0.297849681669225,4.83597980352626,8.78013790852584,9.08205236479744,7.70792203413489,10.7222087590737,-2.38669574483521,-0.731780287845059,0.81383216672305,5.06912843221845
baseline,0.0660832609656525,3.02200283165863,9.62495142034897,9.08582179504188,-1.39322580183836,11.3206514080817,0.695865939508801,12.8561224489586,14.1358798120406,-2.93970934738223,-5.90812102020856,3.24740387075792,17.3382442680091,13.3269717057629,-2.42223298818064,7.47305727751106,-0.794440775755398,-1.73959657873548,12.2813468795031,17.9347703214891,-3.3050875315084,-5.87764404383193,2.54511590816203,-0.925503394109852,3.29605150039441,-1.58584447098334,-0.372292726509547,4.3659608437462,16.402140781977
baseline,3.43646436302686,-3.34917717279077,7.35764271025264,0.0932883745554897,12.7937906937957,-2.05185358294136,8.05256278140135,9.05613661279085,1.30539370001219,-5.1849509685269,3.64440424806266,7.09277483988029,-8.24764555607923,2.3539587610549,5.66905849902803,7.85027590159735,4.99958413125158,3.88822367733489,-5.07930756656689,-0.61166669857512,13.5928987436694,10.3316811575067,-1.39982877317489,0.00558216768744761,13.7213122021772,4.73409055835306,0.967120840230841,-8.83031571638363,14.2108073775685
baseline,7.58195574079343,-0.308812633293988,15.4099279584386,8.19047349134901,-9.85931369201165,8.02298297149816,16.3378969337134,-0.00455598447446012,10.2297841574047,7.00513526923671,9.35141297854522,0.0905240785720538,10.0691272052312,-3.79821919082785,11.3752643131661,-23.1064937756813,-0.731780287845059,-7.13032847736959,10.3164863026919,10.5256024073867,6.58048559615601,3.29488143357521,1.17804663545493,-0.46798312437024,2.15762523475195,-61.1994143703367,2.15295161068488,9.98004145002203,4.53832625987202
baseline,13.7454041282591,5.53767779197438,-14.6643982584165,-4.50344448637074,4.20406135863774,-1.25377844061495,-1.5464029478613,1.55538966560989,12.5807569578789,1.0181107624941,10.6052509902933,0.435164806174761,7.61986494804042,-2.73210426887059,17.3610701415622,2.74765248803596,2.46396506561564,0.0472382142225703,-10.3578183580752,8.4947889307496,-3.94733996280766,8.04933338578728,1.04930528132295,-6.45187547814104,6.0751427677415,15.6588713416625,65.3380964415263,0.227052397412687,6.94985975386816
baseline,-2.3327484413969,19.586163741827,3.05718308646582,-4.99349687458375,-0.848681722347062,-4.41670984815001,2.68213217850804,-6.78684565622338,-2.3312405913138,-9.18106468628908,-0.343770309187346,8.29461695992482,20.3331696641615,0.633878861519143,4.66055751576206,29.9182516437647,3.51365459929063,-5.48245724394869,7.351909163674,2.92649846439747,7.33060750658834,4.7065679397906,2.02361805516656,-2.21441536755249,12.9349430526806,25.9385563313702,3.73714740696779,1.33878618224238,4.80586356814614
baseline,5.56720834143014,-2.98963318438793,12.3136549390714,5.05062813127474,5.9061411137705,5.78354166335177,7.85027590159735,7.37256131848577,-4.95670010314817,0.135304298963768,-1.902542484402,0.726028203689672,19.1305893672801,4.50244850666221,-1.38828361977457,5.89239793943076,13.5208277013426,-2.15762523475194,-11.6373236629051,-5.6247795618414,-5.06769355839867,-0.836506030778253,0.23570227503402,-1.64265751747594,-8.61693848271357,23.5469079947347,-3.64947155954065,-6.60430835731355,7.81144138589556
baseline,11.7305901086969,3.89907265481173,-1.70207058957807,12.6478711898236,3.44125027301807,-3.24668557522692,-0.822692758906458,8.11882851537959,7.25504783379577,-2.97192119422902,-10.6021875514418,0.870901937820902,-8.22545343410834,7.85027590159735,-2.44318038750601,-2.75758081375676,-4.99197693835367,7.0644521789966,5.81857030825571,29.1785841926227,5.66374320839822,5.89028642898466,10.169686184495,-2.02199194749568,5.1527609283469,-5.04672009547765,-0.0734021459570344,7.51016561611589,9.07346430841222
rotation,1.1994143703367,-109.693564658585,0.53473534508728,-2.26384781967522,7.09277483988029,-3.7982399743022,6.32668079002445,11.4881069028117,-4.54497203595808,0.742472125735164,-0.585814762722834,1.00739044085041,13.8378939842922,0.493322477459978,14.8344636904798,1.27279747436742,6.06075185167951,13.7741959485779,7.36684552595971,0.474575673282523,-4.40991531732985,11.6373236629051,-7.68806068392467,3.61271304576934,8.88250709385152,2.62321525232735,-30.0665142005736,-5.27705536860879,-29.6702359482962
rotation,5.11337128260969,-176.586368818644,10.1143620920768,4.31717891057096,5.40167698137735,6.70561068498213,34.974914871577,9.44696590110142,22.5096288923747,3.38459469435361,-3.21313521598277,5.65948184016248,9.30454744365433,4.1352655117401,62.6812229133299,6.86047452025278,-1.33878618224238,-11.2990272975697,-4.55992063285792,1.84030394740631,-1.47093757192913,8.71182295426102,-12.8735275080434,-4.71627283098493,0.957860976168438,4.38034472384486,-26.0149230624558,-46.0506123533258,-44.784712567332
rotation,2.5317578531171,163.720348627955,5.00950769422488,3.58290371702937,6.79162879174827,7.0644521789966,-2.35563293800643,14.0390815467757,-48.634273544675,13.0516747074698,19.5464964802787,4.08174960004456,-2.47547928226434,4.66018967691915,-3.05185928452206,17.1711542931875,-4.1821074554269,-8.28604792280798,-3.99652049095658,0.797399515506304,-3.65221793677864,5.4769379064368,-2.47113162474328,-12.3219303770992,10.2678128645708,-29.7827855599465,-26.5551102592207,-22.7608379956042,-69.5424859181837
rotation,165.213051408845,-12.0835412669995,5.85625534113426,-80.9438633872091,-32.0925913287342,15.9391067370022,-40.2651578728432,145.397953143077,12.2468400134508,5.02473423073208,-38.6760577712705,17.6919109651038,11.3252080310274,-36.9318155053985,-11.9586012548928,-37.2221315630615,0.827038805630261,-0.731780287845059,-7.88449413275426,-3.21495273820222,6.47847855182125,9.17312889311359,22.6363130385491,-18.6617091627075,35.5360719910608,38.477734973215,-32.1195565097302,-27.4129570344911,-30.3291149614319
rotation,-62.4711316247433,34.0817496000446,-90.8508213738409,-10.2553882245535,-32.7731521456887,8.2670158862396,-31.694187228328,-80.4596171615531,3.61936144030514,-75.6169020298308,-52.2610245468699,-4.31717891057097,11.565051177078,51.8427734126309,-51.4356092275865,-45.6588713416625,-3.93134306522334,-11.4236656250027,12.1748241148822,-13.4412356651079,4.7783289862094,32.0219919474957,0.925503394109863,-10.1786257764007,-64.9995841312516,-42.1439848271676,-20.4095351108691,-54.0310094650486,-75.7494764610206
rotation,-64.0817496000446,5.61381168612374,42.255246254278,-24.5596539883585,-45.1010628215972,-38.7232708103636,-43.5697568885522,84.5399907246412,5.69261465866695,-45.1729049963987,-61.369310408914,82.7077382758211,11.9256728401386,30.1400870340796,-31.3762421034942,-38.8349214166404,-6.70285503016313,0.849279284462789,-1.97582933690408,-26.0044883743752,-26.6508228272092,-11.9465103929299,-2.26842257744476,-44.0362750648347,3.88407600175673,-57.0750086865191,-43.7496130321036,-36.6043083573135,-52.7456688613785
rotation,-48.8529454441961,95.4769379064368,-6.05164569088052,-0.881474280832559,-34.1704596205257,-22.2955184273273,-11.0861268440241,135.927888388823,-47.9750265708053,33.5432617498559,-46.9580478638016,8.22545343410835,5.36806698027976,-68.6782697603574,-42.6765960079113,-98.2824679167914,-2.540734400401,-50.2998236034276,2.7090715201218,-2.86456567933076,-44.6373342903527,92.1663113938314,-14.3362260121712,-48.9934293999684,9.74801842217933,-33.673273360573,-41.8218912902532,-37.3725613184858,-28.0086474914821
rotation,-10.5850902190631,-86.5980731758409,9.58296045609045,-67.7497955751166,-39.7761060409441,8.32603685280942,28.8304348735069,82.4791063227061,7.02549455627679,-65.707756830011,-42.9392162887845,21.9585796698394,-7.96572823721371,-18.6849633355298,-45.3819735395773,-48.3826855897256,9.41773998559031,-71.1604454019002,-1.31815694252145,-7.52197932855239,-44.7522976837825,-12.6214457880851,-178.397065842196,-38.7244216297252,1.65153847325669,-25.4002410363449,-55.5717238929758,-48.2844115208361,-24.7897696637355
rotation,-42.9776410940289,54.2470924357643,12.1953581589498,-56.1117763226651,-31.8286582852038,-26.5925575501511,-4.64411976471101,-80.5204447004548,9.62628234906478,-12.0609647117832,-68.7621257386982,-25.893259920984,-7.39853963133338,-75.116275365373,-39.7825883222073,-20.6048082888787,-9.79379925388665,-55.1877228167512,-1.30080158034747,-32.0491788275555,-52.4020578595116,1.1994143703367,-163.788554515917,-11.2990272975697,177.835845111569,-52.4971095506947,-35.9800126711605,-2.21441536755249,-34.7533504454386
rotation,-76.025537448257,5.28716390961142,4.91569559700504,-39.5623575621142,-36.4899684616758,-51.8937219183642,9.40179929997444,-42.0835412669995,-5.80051066329757,97.1916392289568,-55.58329015185,-38.7244216297252,-7.6218307826,-34.1110220196267,-37.9473715425377,-50.4218495036593,-13.0403687643575,-54.9807681684607,-55.234864415511,-101.488106902812,51.6595245958011,8.46118499087378,-12.1439848271676,-21.5316230982018,5.42054990219462,-48.7793097325203,-39.9833837582329,-56.097797106844,7.74646466809515
rotation,-53.2131543437766,-52.2951840951424,1.38828361977458,-36.0626019121094,-53.1130750853911,-83.0985965512985,-25.6005211003592,-36.0322196365076,7.702709931389,78.9333923448474,-44.7650004744064,-16.0427396326904,11.0267143314647,12.6934936098054,-31.140529015409,-64.8021490632655,-0.224262243536986,-86.1823617902666,-8.39242792600987,-4.58752097773822,-61.4345098983982,-42.7784672251701,16.7178849255882,-53.3640511589326,174.902287846093,-57.1622752361032,-52.4237198046798,-63.5040218715904,-39.8264617177153
rotation,-48.1569141431657,-51.7523544439208,97.9541107442958,-57.2821028002995,-46.6496605309133,-26.7298978447284,3.43494882292201,-56.2169650340413,-9.14205776140213,16.7239909215102,-37.6713437855668,-29.96211694322,-0.56068190119015,56.3296420017095,-32.1195565097302,-37.5234732022439,-0.558774758825989,-50.4432564963768,1.92440497524343,-73.3468612881605,-33.434948822922,48.1355649086732,0.849279284462789,-5.22734207254686,9.60814201840633,-27.3147539162405,-54.3624608782662,-50.6228707323592,-20.4090711364274
rotation,-39.3443507871522,-27.8771342001429,-16.8318547743022,-48.7430019454172,-53.3870432478056,-46.8075345805149,17.0053832080835,-53.9799815404882,-26.383921624551,-6.45582688554389,-56.8298792229938,-38.2670158862396,-7.88449413275426,71.6456119170266,-40.843223258336,-44.2359035245772,-16.3647383020527,-72.3807753639345,4.08174960004456,17.5993861489372,-57.7161530935811,34.6218414943074,-20.5372034107886,-6.51471180130124,125.847237093302,-25.4512094519061,-78.5263961712067,-59.5868217083654,-53.2203638358189
rotation,-42.5086647112962,-35.1723490830035,-84.9215350028262,-48.6764444212562,-46.5747548019893,-68.2855377581375,39.4530214789753,-31.9553130520252,-21.288177045739,-79.331350506165,-8.2811992326752,-29.4100497605564,-4.72481826209478,-93.7947286170346,-46.0517394933893,-48.1137711015204,-21.7053830400752,-39.2313332425005,-4.54497203595808,-93.8249977779691,-44.7928815148129,-34.5800695528312,-12.9973892094686,-57.4423171797561,-3.37949867082949,-41.0682102070051,-39.1142010031089,-59.6731215880995,-52.3781692174
rotation,-63.2129956443122,-20.1961610424711,82.8528183216346,-46.9974505997957,-18.9849880763192,-46.178089418361,-38.4158263313912,-24.6758960157902,6.22409665899214,-4.4891392528066,-67.6596151703947,-16.6441728566766,-17.4879421435649,-51.8259174820826,-42.7341345794923,-23.6749758176245,-7.09995577158688,-39.5039873816135,-5.47693790643679,-23.8934096968634,-50.0036522776441,71.0310716497672,-60.7651405117966,-57.4146433573295,18.5763343749974,-50.2871785130001,-49.3406186453967,-63.2474038707579,-64.6871130882531
rotation,-43.7291442661264,0.523319514099848,42.9776410940289,-79.8645293658373,-36.9318300489381,-44.6062655923314,29.084702807767,-46.9287456202935,15.0834324044226,-66.8789086400092,-77.2892585609765,-17.855721950433,17.0026107905314,6.19462379448665,-48.576563393571,-49.800999281153,-8.8426362768666,-27.8034660996,5.48245724394869,-30.7597088823121,-38.6550631571022,-56.9481407154779,-146.21479525828,-67.4388161788841,-7.86714760199309,-42.0950021066894,-55.6243759781066,-69.4176254581182,-30.2289326376685
rotation,-58.152372580985,-41.5313009884455,-38.2839998191082,-46.7178849255882,-24.5593315769111,-44.4711090409767,-48.4177978614016,-42.4921815067072,2.66526453299663,-115.924843469694,-59.8288151440271,-40.0814972254527,-3.90175701114198,1.75615297778329,-37.0161112186773,-50.2296055056172,-6.7967613504613,-45.107137340121,11.4667215601794,-35.6808670237534,-67.1252053338723,-26.506594830467,134.851432697698,-0.836506030778253,8.95901438813121,-32.0127327776197,-64.4644144579488,-64.2425817852698,-35.3269306903538
rotation,-63.2530790452803,-33.9361031101029,-8.28246791679143,-23.1306170102412,-24.3186092632648,-44.2434381316314,-15.1767641450572,-46.5092571077669,-11.2843665366442,-176.733762184895,-75.6866202040384,-29.0577821433237,6.21107578715598,106.684940837827,-54.9543275878738,-23.1986253792836,-0.503910721306378,-38.9562151561271,-5.27893089859277,-31.9547402616113,-48.9317897929949,58.8977933115437,31.141318346192,-51.1296530093321,16.3838088368128,-42.6292090891763,-62.4629706109597,-72.9540168122216,-39.2709648858004
rotation,-49.7822956670359,-27.1075959853962,34.8264382110135,-42.8612600171511,-30.0941569203906,-26.3296420017095,-34.4145277697989,-28.3738489496547,25.5753167202014,-17.6804830486103,-47.04971598767,-34.8458734273162,-9.17968892047063,-29.3195872015398,-55.9918829570199,-39.4086908232398,-15.1781604264562,-19.3947490097067,31.6374967199909,-5.99630878002732,-57.9671029936696,-75.938853806916,-137.782513322078,-67.1745531138063,4.76513558448901,-29.0299781377111,-47.1210752050715,-59.6307358815975,-42.6945261217187
